"date","median","lower","upper","candidate"
2018-06-28,11.22,9.901,12.64,"Grytsenko"
2018-06-29,11.19,9.877,12.6,"Grytsenko"
2018-06-30,11.16,9.847,12.56,"Grytsenko"
2018-07-01,11.13,9.837,12.48,"Grytsenko"
2018-07-02,11.11,9.824,12.44,"Grytsenko"
2018-07-03,11.1,9.801,12.42,"Grytsenko"
2018-07-04,11.07,9.776,12.39,"Grytsenko"
2018-07-05,11.06,9.787,12.35,"Grytsenko"
2018-07-06,11.08,9.78,12.41,"Grytsenko"
2018-07-07,11.09,9.771,12.43,"Grytsenko"
2018-07-08,11.1,9.793,12.46,"Grytsenko"
2018-07-09,11.14,9.79,12.55,"Grytsenko"
2018-07-10,11.16,9.782,12.61,"Grytsenko"
2018-07-11,11.2,9.773,12.64,"Grytsenko"
2018-07-12,11.23,9.816,12.69,"Grytsenko"
2018-07-13,11.26,9.829,12.74,"Grytsenko"
2018-07-14,11.27,9.853,12.81,"Grytsenko"
2018-07-15,11.31,9.863,12.83,"Grytsenko"
2018-07-16,11.33,9.877,12.89,"Grytsenko"
2018-07-17,11.37,9.928,12.91,"Grytsenko"
2018-07-18,11.39,9.973,12.95,"Grytsenko"
2018-07-19,11.42,9.99,13,"Grytsenko"
2018-07-20,11.45,10.02,13.02,"Grytsenko"
2018-07-21,11.48,10.04,13.04,"Grytsenko"
2018-07-22,11.5,10.08,13.06,"Grytsenko"
2018-07-23,11.53,10.12,13.06,"Grytsenko"
2018-07-24,11.55,10.13,13.09,"Grytsenko"
2018-07-25,11.55,10.13,13.09,"Grytsenko"
2018-07-26,11.57,10.15,13.08,"Grytsenko"
2018-07-27,11.57,10.16,13.07,"Grytsenko"
2018-07-28,11.53,10.12,13.03,"Grytsenko"
2018-07-29,11.48,10.07,12.99,"Grytsenko"
2018-07-30,11.43,10.04,12.94,"Grytsenko"
2018-07-31,11.38,10,12.86,"Grytsenko"
2018-08-01,11.33,9.93,12.81,"Grytsenko"
2018-08-02,11.29,9.885,12.76,"Grytsenko"
2018-08-03,11.25,9.856,12.72,"Grytsenko"
2018-08-04,11.22,9.804,12.73,"Grytsenko"
2018-08-05,11.18,9.734,12.7,"Grytsenko"
2018-08-06,11.14,9.703,12.67,"Grytsenko"
2018-08-07,11.11,9.626,12.65,"Grytsenko"
2018-08-08,11.07,9.574,12.63,"Grytsenko"
2018-08-09,11.04,9.544,12.63,"Grytsenko"
2018-08-10,11,9.505,12.6,"Grytsenko"
2018-08-11,10.97,9.472,12.55,"Grytsenko"
2018-08-12,10.94,9.441,12.52,"Grytsenko"
2018-08-13,10.91,9.386,12.48,"Grytsenko"
2018-08-14,10.88,9.374,12.44,"Grytsenko"
2018-08-15,10.83,9.331,12.41,"Grytsenko"
2018-08-16,10.81,9.317,12.36,"Grytsenko"
2018-08-17,10.77,9.282,12.31,"Grytsenko"
2018-08-18,10.75,9.247,12.26,"Grytsenko"
2018-08-19,10.72,9.219,12.19,"Grytsenko"
2018-08-20,10.69,9.202,12.18,"Grytsenko"
2018-08-21,10.67,9.166,12.17,"Grytsenko"
2018-08-22,10.65,9.156,12.15,"Grytsenko"
2018-08-23,10.63,9.135,12.13,"Grytsenko"
2018-08-24,10.61,9.112,12.13,"Grytsenko"
2018-08-25,10.6,9.102,12.11,"Grytsenko"
2018-08-26,10.58,9.078,12.09,"Grytsenko"
2018-08-27,10.57,9.061,12.08,"Grytsenko"
2018-08-28,10.54,9.069,12.04,"Grytsenko"
2018-08-29,10.53,9.034,12.06,"Grytsenko"
2018-08-30,10.53,9.027,12.03,"Grytsenko"
2018-08-31,10.5,9.014,12,"Grytsenko"
2018-09-01,10.48,9.013,11.97,"Grytsenko"
2018-09-02,10.47,9.019,11.94,"Grytsenko"
2018-09-03,10.46,9.01,11.92,"Grytsenko"
2018-09-04,10.43,8.99,11.9,"Grytsenko"
2018-09-05,10.42,9.008,11.85,"Grytsenko"
2018-09-06,10.4,9.017,11.81,"Grytsenko"
2018-09-07,10.39,9.015,11.77,"Grytsenko"
2018-09-08,10.37,9.012,11.73,"Grytsenko"
2018-09-09,10.36,9.037,11.7,"Grytsenko"
2018-09-10,10.34,9.028,11.7,"Grytsenko"
2018-09-11,10.31,9.028,11.69,"Grytsenko"
2018-09-12,10.3,9.027,11.63,"Grytsenko"
2018-09-13,10.3,9.022,11.64,"Grytsenko"
2018-09-14,10.27,9.003,11.58,"Grytsenko"
2018-09-15,10.26,9.032,11.56,"Grytsenko"
2018-09-16,10.25,9.035,11.54,"Grytsenko"
2018-09-17,10.24,9.026,11.5,"Grytsenko"
2018-09-18,10.23,8.995,11.52,"Grytsenko"
2018-09-19,10.23,8.987,11.53,"Grytsenko"
2018-09-20,10.24,8.967,11.56,"Grytsenko"
2018-09-21,10.24,8.938,11.58,"Grytsenko"
2018-09-22,10.25,8.916,11.62,"Grytsenko"
2018-09-23,10.24,8.925,11.63,"Grytsenko"
2018-09-24,10.23,8.903,11.65,"Grytsenko"
2018-09-25,10.23,8.858,11.66,"Grytsenko"
2018-09-26,10.22,8.827,11.68,"Grytsenko"
2018-09-27,10.22,8.821,11.66,"Grytsenko"
2018-09-28,10.21,8.795,11.67,"Grytsenko"
2018-09-29,10.21,8.795,11.69,"Grytsenko"
2018-09-30,10.21,8.785,11.64,"Grytsenko"
2018-10-01,10.2,8.757,11.66,"Grytsenko"
2018-10-02,10.19,8.748,11.65,"Grytsenko"
2018-10-03,10.19,8.766,11.63,"Grytsenko"
2018-10-04,10.18,8.756,11.59,"Grytsenko"
2018-10-05,10.17,8.755,11.58,"Grytsenko"
2018-10-06,10.16,8.735,11.57,"Grytsenko"
2018-10-07,10.15,8.736,11.57,"Grytsenko"
2018-10-08,10.16,8.763,11.53,"Grytsenko"
2018-10-09,10.14,8.796,11.5,"Grytsenko"
2018-10-10,10.13,8.814,11.46,"Grytsenko"
2018-10-11,10.12,8.842,11.43,"Grytsenko"
2018-10-12,10.12,8.836,11.4,"Grytsenko"
2018-10-13,10.1,8.87,11.37,"Grytsenko"
2018-10-14,10.09,8.899,11.32,"Grytsenko"
2018-10-15,10.07,8.867,11.32,"Grytsenko"
2018-10-16,10.05,8.833,11.29,"Grytsenko"
2018-10-17,10.04,8.794,11.3,"Grytsenko"
2018-10-18,10.03,8.749,11.34,"Grytsenko"
2018-10-19,10.02,8.712,11.36,"Grytsenko"
2018-10-20,10,8.689,11.37,"Grytsenko"
2018-10-21,9.99,8.645,11.38,"Grytsenko"
2018-10-22,9.967,8.604,11.37,"Grytsenko"
2018-10-23,9.951,8.595,11.37,"Grytsenko"
2018-10-24,9.946,8.581,11.36,"Grytsenko"
2018-10-25,9.926,8.553,11.34,"Grytsenko"
2018-10-26,9.918,8.532,11.34,"Grytsenko"
2018-10-27,9.901,8.52,11.32,"Grytsenko"
2018-10-28,9.883,8.487,11.31,"Grytsenko"
2018-10-29,9.863,8.481,11.29,"Grytsenko"
2018-10-30,9.859,8.463,11.25,"Grytsenko"
2018-10-31,9.843,8.438,11.25,"Grytsenko"
2018-11-01,9.834,8.431,11.23,"Grytsenko"
2018-11-02,9.815,8.416,11.21,"Grytsenko"
2018-11-03,9.791,8.361,11.25,"Grytsenko"
2018-11-04,9.763,8.33,11.27,"Grytsenko"
2018-11-05,9.756,8.294,11.28,"Grytsenko"
2018-11-06,9.734,8.231,11.29,"Grytsenko"
2018-11-07,9.71,8.17,11.28,"Grytsenko"
2018-11-08,9.695,8.144,11.28,"Grytsenko"
2018-11-09,9.672,8.113,11.26,"Grytsenko"
2018-11-10,9.656,8.084,11.27,"Grytsenko"
2018-11-11,9.632,8.052,11.22,"Grytsenko"
2018-11-12,9.611,8.045,11.23,"Grytsenko"
2018-11-13,9.595,8.034,11.22,"Grytsenko"
2018-11-14,9.57,8,11.17,"Grytsenko"
2018-11-15,9.548,7.969,11.16,"Grytsenko"
2018-11-16,9.53,7.94,11.13,"Grytsenko"
2018-11-17,9.508,7.919,11.08,"Grytsenko"
2018-11-18,9.486,7.933,11.05,"Grytsenko"
2018-11-19,9.474,7.928,11.02,"Grytsenko"
2018-11-20,9.467,7.93,11,"Grytsenko"
2018-11-21,9.441,7.902,10.96,"Grytsenko"
2018-11-22,9.421,7.905,10.93,"Grytsenko"
2018-11-23,9.398,7.9,10.88,"Grytsenko"
2018-11-24,9.375,7.912,10.85,"Grytsenko"
2018-11-25,9.369,7.93,10.8,"Grytsenko"
2018-11-26,9.343,7.92,10.74,"Grytsenko"
2018-11-27,9.327,7.932,10.67,"Grytsenko"
2018-11-28,9.316,7.948,10.62,"Grytsenko"
2018-11-29,9.303,7.952,10.59,"Grytsenko"
2018-11-30,9.282,7.965,10.52,"Grytsenko"
2018-12-01,9.269,7.981,10.48,"Grytsenko"
2018-12-02,9.251,8.012,10.44,"Grytsenko"
2018-12-03,9.248,8.063,10.39,"Grytsenko"
2018-12-04,9.252,8.077,10.37,"Grytsenko"
2018-12-05,9.253,8.104,10.39,"Grytsenko"
2018-12-06,9.27,8.148,10.37,"Grytsenko"
2018-12-07,9.29,8.19,10.36,"Grytsenko"
2018-12-08,9.302,8.237,10.37,"Grytsenko"
2018-12-09,9.333,8.293,10.36,"Grytsenko"
2018-12-10,9.346,8.323,10.38,"Grytsenko"
2018-12-11,9.39,8.363,10.4,"Grytsenko"
2018-12-12,9.441,8.41,10.48,"Grytsenko"
2018-12-13,9.471,8.44,10.5,"Grytsenko"
2018-12-14,9.512,8.5,10.55,"Grytsenko"
2018-12-15,9.552,8.552,10.58,"Grytsenko"
2018-12-16,9.582,8.564,10.64,"Grytsenko"
2018-12-17,9.614,8.58,10.67,"Grytsenko"
2018-12-18,9.639,8.612,10.69,"Grytsenko"
2018-12-19,9.621,8.573,10.67,"Grytsenko"
2018-12-20,9.599,8.543,10.68,"Grytsenko"
2018-12-21,9.572,8.524,10.64,"Grytsenko"
2018-12-22,9.547,8.483,10.63,"Grytsenko"
2018-12-23,9.505,8.42,10.62,"Grytsenko"
2018-12-24,9.462,8.354,10.59,"Grytsenko"
2018-12-25,9.421,8.289,10.56,"Grytsenko"
2018-12-26,9.395,8.224,10.56,"Grytsenko"
2018-12-27,9.375,8.157,10.56,"Grytsenko"
2018-12-28,9.348,8.1,10.57,"Grytsenko"
2018-12-29,9.321,8.044,10.58,"Grytsenko"
2018-12-30,9.291,7.979,10.58,"Grytsenko"
2018-12-31,9.263,7.935,10.56,"Grytsenko"
2019-01-01,9.239,7.916,10.56,"Grytsenko"
2019-01-02,9.211,7.871,10.54,"Grytsenko"
2019-01-03,9.189,7.807,10.53,"Grytsenko"
2019-01-04,9.158,7.775,10.51,"Grytsenko"
2019-01-05,9.133,7.728,10.49,"Grytsenko"
2019-01-06,9.114,7.709,10.49,"Grytsenko"
2019-01-07,9.088,7.652,10.45,"Grytsenko"
2019-01-08,9.059,7.617,10.45,"Grytsenko"
2019-01-09,9.033,7.607,10.41,"Grytsenko"
2019-01-10,9.003,7.579,10.38,"Grytsenko"
2019-01-11,8.99,7.578,10.35,"Grytsenko"
2019-01-12,8.964,7.567,10.31,"Grytsenko"
2019-01-13,8.943,7.55,10.29,"Grytsenko"
2019-01-14,8.92,7.552,10.24,"Grytsenko"
2019-01-15,8.891,7.538,10.18,"Grytsenko"
2019-01-16,8.866,7.572,10.12,"Grytsenko"
2019-01-17,8.838,7.596,10.09,"Grytsenko"
2019-01-18,8.818,7.595,10.06,"Grytsenko"
2019-01-19,8.8,7.599,9.998,"Grytsenko"
2019-01-20,8.776,7.616,9.937,"Grytsenko"
2019-01-21,8.751,7.609,9.9,"Grytsenko"
2019-01-22,8.731,7.632,9.848,"Grytsenko"
2019-01-23,8.704,7.625,9.775,"Grytsenko"
2019-01-24,8.672,7.662,9.725,"Grytsenko"
2019-01-25,8.644,7.644,9.687,"Grytsenko"
2019-01-26,8.601,7.559,9.636,"Grytsenko"
2019-01-27,8.548,7.48,9.581,"Grytsenko"
2019-01-28,8.506,7.447,9.536,"Grytsenko"
2019-01-29,8.452,7.409,9.518,"Grytsenko"
2019-01-30,8.42,7.323,9.487,"Grytsenko"
2019-01-31,8.395,7.27,9.479,"Grytsenko"
2019-02-01,8.363,7.173,9.464,"Grytsenko"
2019-02-02,8.321,7.116,9.415,"Grytsenko"
2019-02-03,8.299,7.079,9.412,"Grytsenko"
2019-02-04,8.269,7.016,9.413,"Grytsenko"
2019-02-05,8.232,6.98,9.391,"Grytsenko"
2019-02-06,8.205,6.948,9.355,"Grytsenko"
2019-02-07,8.167,6.894,9.309,"Grytsenko"
2019-02-08,8.152,6.886,9.285,"Grytsenko"
2019-02-09,8.134,6.873,9.26,"Grytsenko"
2019-02-10,8.107,6.856,9.239,"Grytsenko"
2019-02-11,8.1,6.88,9.231,"Grytsenko"
2019-02-12,8.098,6.871,9.232,"Grytsenko"
2019-02-13,8.083,6.894,9.203,"Grytsenko"
2019-02-14,8.077,6.917,9.206,"Grytsenko"
2019-02-15,8.075,6.901,9.196,"Grytsenko"
2019-02-16,8.081,6.914,9.194,"Grytsenko"
2019-02-17,8.086,6.905,9.197,"Grytsenko"
2019-02-18,8.083,6.919,9.196,"Grytsenko"
2019-02-19,8.116,6.949,9.208,"Grytsenko"
2019-02-20,8.141,6.989,9.222,"Grytsenko"
2019-02-21,8.185,7.008,9.265,"Grytsenko"
2019-02-22,8.226,7.063,9.31,"Grytsenko"
2019-02-23,8.264,7.124,9.353,"Grytsenko"
2019-02-24,8.301,7.128,9.42,"Grytsenko"
2019-02-25,8.334,7.146,9.453,"Grytsenko"
2019-02-26,8.365,7.202,9.479,"Grytsenko"
2019-02-27,8.401,7.258,9.522,"Grytsenko"
2019-02-28,8.437,7.306,9.545,"Grytsenko"
2019-03-01,8.486,7.341,9.606,"Grytsenko"
2019-03-02,8.525,7.39,9.662,"Grytsenko"
2019-03-03,8.566,7.435,9.695,"Grytsenko"
2019-03-04,8.604,7.491,9.723,"Grytsenko"
2019-03-05,8.639,7.538,9.75,"Grytsenko"
2019-03-06,8.667,7.578,9.773,"Grytsenko"
2019-03-07,8.696,7.612,9.808,"Grytsenko"
2019-03-08,8.693,7.638,9.786,"Grytsenko"
2019-03-09,8.682,7.628,9.768,"Grytsenko"
2019-03-10,8.677,7.619,9.758,"Grytsenko"
2019-03-11,8.687,7.609,9.766,"Grytsenko"
2019-03-12,8.693,7.633,9.764,"Grytsenko"
2019-03-13,8.688,7.625,9.773,"Grytsenko"
2019-03-14,8.695,7.634,9.772,"Grytsenko"
2019-03-15,8.69,7.625,9.801,"Grytsenko"
2019-03-16,8.687,7.606,9.823,"Grytsenko"
2019-03-17,8.695,7.549,9.856,"Grytsenko"
2019-03-18,8.684,7.495,9.915,"Grytsenko"
2019-03-19,8.65,7.434,9.955,"Grytsenko"
2019-03-20,8.636,7.366,9.985,"Grytsenko"
2019-03-21,8.621,7.282,10.02,"Grytsenko"
2019-03-22,8.601,7.196,10.05,"Grytsenko"
2019-03-23,8.598,7.142,10.11,"Grytsenko"
2019-03-24,8.597,7.078,10.19,"Grytsenko"
2019-03-25,8.608,7.024,10.22,"Grytsenko"
2017-11-30,8.469,7.161,9.75,"Boyko"
2017-12-01,8.518,7.193,9.817,"Boyko"
2017-12-02,8.567,7.245,9.859,"Boyko"
2017-12-03,8.618,7.286,9.913,"Boyko"
2017-12-04,8.654,7.322,9.973,"Boyko"
2017-12-05,8.704,7.349,10.02,"Boyko"
2017-12-06,8.75,7.392,10.07,"Boyko"
2017-12-07,8.793,7.453,10.1,"Boyko"
2017-12-08,8.84,7.465,10.15,"Boyko"
2017-12-09,8.882,7.527,10.19,"Boyko"
2017-12-10,8.921,7.576,10.24,"Boyko"
2017-12-11,8.971,7.623,10.26,"Boyko"
2017-12-12,9.01,7.675,10.32,"Boyko"
2017-12-13,9.051,7.744,10.34,"Boyko"
2017-12-14,9.094,7.77,10.39,"Boyko"
2017-12-15,9.135,7.805,10.45,"Boyko"
2017-12-16,9.179,7.847,10.48,"Boyko"
2017-12-17,9.229,7.888,10.51,"Boyko"
2017-12-18,9.278,7.936,10.56,"Boyko"
2017-12-19,9.33,7.983,10.61,"Boyko"
2017-12-20,9.414,8.028,10.72,"Boyko"
2017-12-21,9.504,8.075,10.84,"Boyko"
2017-12-22,9.59,8.158,10.93,"Boyko"
2017-12-23,9.667,8.223,11.04,"Boyko"
2017-12-24,9.734,8.258,11.15,"Boyko"
2017-12-25,9.813,8.317,11.23,"Boyko"
2017-12-26,9.871,8.36,11.31,"Boyko"
2017-12-27,9.931,8.411,11.39,"Boyko"
2017-12-28,9.988,8.425,11.5,"Boyko"
2017-12-29,9.99,8.405,11.55,"Boyko"
2017-12-30,9.987,8.373,11.58,"Boyko"
2017-12-31,9.982,8.352,11.63,"Boyko"
2018-01-01,9.968,8.323,11.64,"Boyko"
2018-01-02,9.967,8.311,11.69,"Boyko"
2018-01-03,9.969,8.274,11.7,"Boyko"
2018-01-04,9.973,8.244,11.72,"Boyko"
2018-01-05,9.968,8.243,11.78,"Boyko"
2018-01-06,9.962,8.216,11.82,"Boyko"
2018-01-07,9.971,8.186,11.83,"Boyko"
2018-01-08,9.971,8.18,11.84,"Boyko"
2018-01-09,9.96,8.155,11.88,"Boyko"
2018-01-10,9.97,8.13,11.89,"Boyko"
2018-01-11,9.966,8.136,11.89,"Boyko"
2018-01-12,9.964,8.134,11.9,"Boyko"
2018-01-13,9.963,8.094,11.9,"Boyko"
2018-01-14,9.965,8.104,11.95,"Boyko"
2018-01-15,9.96,8.069,11.96,"Boyko"
2018-01-16,9.962,8.062,11.98,"Boyko"
2018-01-17,9.955,8.062,11.97,"Boyko"
2018-01-18,9.945,8.046,11.96,"Boyko"
2018-01-19,9.958,8.027,11.96,"Boyko"
2018-01-20,9.958,8.034,11.97,"Boyko"
2018-01-21,9.947,8.021,12,"Boyko"
2018-01-22,9.944,8.016,12,"Boyko"
2018-01-23,9.943,7.98,12.02,"Boyko"
2018-01-24,9.937,7.975,11.99,"Boyko"
2018-01-25,9.941,7.969,11.99,"Boyko"
2018-01-26,9.94,7.969,12,"Boyko"
2018-01-27,9.933,7.966,12.01,"Boyko"
2018-01-28,9.925,7.969,12.04,"Boyko"
2018-01-29,9.92,7.945,11.99,"Boyko"
2018-01-30,9.923,7.999,11.98,"Boyko"
2018-01-31,9.907,7.961,11.97,"Boyko"
2018-02-01,9.904,7.979,11.95,"Boyko"
2018-02-02,9.907,7.98,11.97,"Boyko"
2018-02-03,9.91,7.952,11.93,"Boyko"
2018-02-04,9.911,7.945,11.91,"Boyko"
2018-02-05,9.917,7.952,11.91,"Boyko"
2018-02-06,9.915,7.933,11.9,"Boyko"
2018-02-07,9.913,7.938,11.9,"Boyko"
2018-02-08,9.901,7.912,11.89,"Boyko"
2018-02-09,9.908,7.903,11.87,"Boyko"
2018-02-10,9.899,7.915,11.87,"Boyko"
2018-02-11,9.893,7.908,11.84,"Boyko"
2018-02-12,9.896,7.926,11.81,"Boyko"
2018-02-13,9.884,7.923,11.83,"Boyko"
2018-02-14,9.878,7.936,11.81,"Boyko"
2018-02-15,9.885,7.936,11.81,"Boyko"
2018-02-16,9.882,7.949,11.77,"Boyko"
2018-02-17,9.877,7.978,11.77,"Boyko"
2018-02-18,9.863,7.947,11.73,"Boyko"
2018-02-19,9.867,7.95,11.71,"Boyko"
2018-02-20,9.863,7.992,11.69,"Boyko"
2018-02-21,9.863,7.966,11.66,"Boyko"
2018-02-22,9.856,7.981,11.69,"Boyko"
2018-02-23,9.844,7.997,11.69,"Boyko"
2018-02-24,9.837,7.998,11.67,"Boyko"
2018-02-25,9.831,7.98,11.66,"Boyko"
2018-02-26,9.832,7.946,11.66,"Boyko"
2018-02-27,9.823,7.965,11.66,"Boyko"
2018-02-28,9.811,7.959,11.67,"Boyko"
2018-03-01,9.81,7.959,11.66,"Boyko"
2018-03-02,9.804,7.967,11.67,"Boyko"
2018-03-03,9.803,7.96,11.65,"Boyko"
2018-03-04,9.793,7.95,11.64,"Boyko"
2018-03-05,9.789,7.956,11.63,"Boyko"
2018-03-06,9.795,7.996,11.61,"Boyko"
2018-03-07,9.789,7.988,11.62,"Boyko"
2018-03-08,9.774,7.998,11.62,"Boyko"
2018-03-09,9.764,8.011,11.57,"Boyko"
2018-03-10,9.767,8.023,11.53,"Boyko"
2018-03-11,9.773,8.04,11.53,"Boyko"
2018-03-12,9.764,8.06,11.52,"Boyko"
2018-03-13,9.756,8.041,11.46,"Boyko"
2018-03-14,9.755,8.066,11.45,"Boyko"
2018-03-15,9.751,8.083,11.42,"Boyko"
2018-03-16,9.739,8.115,11.4,"Boyko"
2018-03-17,9.738,8.1,11.37,"Boyko"
2018-03-18,9.736,8.115,11.38,"Boyko"
2018-03-19,9.732,8.072,11.39,"Boyko"
2018-03-20,9.707,8.037,11.4,"Boyko"
2018-03-21,9.706,8.061,11.37,"Boyko"
2018-03-22,9.705,8.03,11.37,"Boyko"
2018-03-23,9.697,8.049,11.39,"Boyko"
2018-03-24,9.681,8.022,11.38,"Boyko"
2018-03-25,9.675,8.008,11.37,"Boyko"
2018-03-26,9.663,7.973,11.36,"Boyko"
2018-03-27,9.652,7.989,11.37,"Boyko"
2018-03-28,9.648,7.966,11.36,"Boyko"
2018-03-29,9.645,7.972,11.34,"Boyko"
2018-03-30,9.637,7.982,11.34,"Boyko"
2018-03-31,9.627,7.97,11.33,"Boyko"
2018-04-01,9.626,7.928,11.33,"Boyko"
2018-04-02,9.606,7.948,11.28,"Boyko"
2018-04-03,9.606,7.965,11.26,"Boyko"
2018-04-04,9.601,7.928,11.21,"Boyko"
2018-04-05,9.601,7.931,11.18,"Boyko"
2018-04-06,9.589,7.954,11.16,"Boyko"
2018-04-07,9.581,7.973,11.12,"Boyko"
2018-04-08,9.562,7.965,11.11,"Boyko"
2018-04-09,9.558,7.97,11.09,"Boyko"
2018-04-10,9.557,8.003,11.05,"Boyko"
2018-04-11,9.541,8.005,11.03,"Boyko"
2018-04-12,9.53,8.033,10.99,"Boyko"
2018-04-13,9.526,8.03,10.96,"Boyko"
2018-04-14,9.513,8.057,10.94,"Boyko"
2018-04-15,9.513,8.072,10.9,"Boyko"
2018-04-16,9.503,8.076,10.87,"Boyko"
2018-04-17,9.503,8.106,10.86,"Boyko"
2018-04-18,9.495,8.134,10.82,"Boyko"
2018-04-19,9.496,8.146,10.79,"Boyko"
2018-04-20,9.493,8.136,10.77,"Boyko"
2018-04-21,9.49,8.157,10.77,"Boyko"
2018-04-22,9.488,8.175,10.74,"Boyko"
2018-04-23,9.491,8.144,10.77,"Boyko"
2018-04-24,9.502,8.144,10.79,"Boyko"
2018-04-25,9.493,8.13,10.8,"Boyko"
2018-04-26,9.496,8.069,10.83,"Boyko"
2018-04-27,9.477,8.06,10.86,"Boyko"
2018-04-28,9.477,8.025,10.85,"Boyko"
2018-04-29,9.462,7.997,10.87,"Boyko"
2018-04-30,9.467,7.964,10.88,"Boyko"
2018-05-01,9.462,7.953,10.92,"Boyko"
2018-05-02,9.46,7.917,10.92,"Boyko"
2018-05-03,9.456,7.892,10.92,"Boyko"
2018-05-04,9.452,7.868,10.94,"Boyko"
2018-05-05,9.445,7.862,10.94,"Boyko"
2018-05-06,9.441,7.866,10.94,"Boyko"
2018-05-07,9.442,7.848,10.91,"Boyko"
2018-05-08,9.424,7.869,10.91,"Boyko"
2018-05-09,9.419,7.848,10.9,"Boyko"
2018-05-10,9.413,7.854,10.9,"Boyko"
2018-05-11,9.403,7.846,10.91,"Boyko"
2018-05-12,9.397,7.856,10.88,"Boyko"
2018-05-13,9.402,7.876,10.86,"Boyko"
2018-05-14,9.402,7.853,10.85,"Boyko"
2018-05-15,9.395,7.882,10.82,"Boyko"
2018-05-16,9.384,7.903,10.8,"Boyko"
2018-05-17,9.384,7.916,10.79,"Boyko"
2018-05-18,9.387,7.921,10.77,"Boyko"
2018-05-19,9.383,7.929,10.76,"Boyko"
2018-05-20,9.381,7.97,10.76,"Boyko"
2018-05-21,9.387,8.011,10.74,"Boyko"
2018-05-22,9.403,8.011,10.74,"Boyko"
2018-05-23,9.422,8.026,10.78,"Boyko"
2018-05-24,9.445,8.024,10.81,"Boyko"
2018-05-25,9.462,8.062,10.81,"Boyko"
2018-05-26,9.478,8.027,10.85,"Boyko"
2018-05-27,9.497,8.057,10.87,"Boyko"
2018-05-28,9.513,8.042,10.92,"Boyko"
2018-05-29,9.535,8.064,10.94,"Boyko"
2018-05-30,9.548,8.053,11,"Boyko"
2018-05-31,9.567,8.054,11,"Boyko"
2018-06-01,9.574,8.054,11.04,"Boyko"
2018-06-02,9.59,8.057,11.06,"Boyko"
2018-06-03,9.608,8.063,11.06,"Boyko"
2018-06-04,9.629,8.1,11.08,"Boyko"
2018-06-05,9.639,8.131,11.11,"Boyko"
2018-06-06,9.664,8.14,11.13,"Boyko"
2018-06-07,9.679,8.147,11.13,"Boyko"
2018-06-08,9.684,8.162,11.14,"Boyko"
2018-06-09,9.704,8.194,11.15,"Boyko"
2018-06-10,9.72,8.202,11.16,"Boyko"
2018-06-11,9.735,8.228,11.17,"Boyko"
2018-06-12,9.741,8.252,11.18,"Boyko"
2018-06-13,9.744,8.304,11.17,"Boyko"
2018-06-14,9.768,8.335,11.16,"Boyko"
2018-06-15,9.785,8.393,11.14,"Boyko"
2018-06-16,9.802,8.422,11.15,"Boyko"
2018-06-17,9.814,8.428,11.15,"Boyko"
2018-06-18,9.828,8.463,11.16,"Boyko"
2018-06-19,9.83,8.491,11.13,"Boyko"
2018-06-20,9.828,8.51,11.11,"Boyko"
2018-06-21,9.829,8.526,11.12,"Boyko"
2018-06-22,9.824,8.529,11.11,"Boyko"
2018-06-23,9.801,8.54,11.08,"Boyko"
2018-06-24,9.789,8.531,11.05,"Boyko"
2018-06-25,9.769,8.486,11.03,"Boyko"
2018-06-26,9.75,8.444,10.99,"Boyko"
2018-06-27,9.729,8.448,10.99,"Boyko"
2018-06-28,9.705,8.426,10.97,"Boyko"
2018-06-29,9.686,8.389,10.94,"Boyko"
2018-06-30,9.669,8.395,10.92,"Boyko"
2018-07-01,9.646,8.375,10.88,"Boyko"
2018-07-02,9.626,8.364,10.88,"Boyko"
2018-07-03,9.614,8.355,10.83,"Boyko"
2018-07-04,9.596,8.339,10.81,"Boyko"
2018-07-05,9.574,8.32,10.81,"Boyko"
2018-07-06,9.575,8.332,10.83,"Boyko"
2018-07-07,9.586,8.313,10.84,"Boyko"
2018-07-08,9.582,8.302,10.85,"Boyko"
2018-07-09,9.594,8.281,10.9,"Boyko"
2018-07-10,9.612,8.271,10.94,"Boyko"
2018-07-11,9.621,8.286,10.97,"Boyko"
2018-07-12,9.631,8.273,11.02,"Boyko"
2018-07-13,9.649,8.267,11.04,"Boyko"
2018-07-14,9.664,8.272,11.08,"Boyko"
2018-07-15,9.673,8.278,11.11,"Boyko"
2018-07-16,9.689,8.319,11.15,"Boyko"
2018-07-17,9.696,8.314,11.14,"Boyko"
2018-07-18,9.709,8.32,11.16,"Boyko"
2018-07-19,9.727,8.357,11.2,"Boyko"
2018-07-20,9.734,8.365,11.17,"Boyko"
2018-07-21,9.747,8.396,11.19,"Boyko"
2018-07-22,9.752,8.403,11.22,"Boyko"
2018-07-23,9.752,8.418,11.23,"Boyko"
2018-07-24,9.757,8.436,11.24,"Boyko"
2018-07-25,9.756,8.441,11.21,"Boyko"
2018-07-26,9.748,8.437,11.2,"Boyko"
2018-07-27,9.74,8.455,11.19,"Boyko"
2018-07-28,9.699,8.398,11.17,"Boyko"
2018-07-29,9.654,8.309,11.13,"Boyko"
2018-07-30,9.623,8.295,11.05,"Boyko"
2018-07-31,9.567,8.274,10.98,"Boyko"
2018-08-01,9.537,8.203,10.95,"Boyko"
2018-08-02,9.49,8.155,10.94,"Boyko"
